queue_length,arrival_rate,service_rate,avg_delay_ms,throughput,drop_rate,congestion
0.3984168420879613,0.3828920131271778,-1.1969263249827184,1.873774033746351,-0.8548653877052509,1.6205672390377353,1
-0.8720933082079667,-1.4353521398382365,0.9404240527615592,0.0057652644654511255,-1.1153630873676523,-0.8377014540125943,0
0.056039106780941726,0.07985132096627544,-0.6140125855979155,0.2043135836095668,-0.1652923717454833,0.6622859508319044,1
-0.8624696063227706,-1.4353521398382365,-1.0026217451877841,0.5772535097352673,-0.9697942236985454,-0.8377014540125943,0
-0.8720933082079667,1.4435344356903361,1.329033212351428,0.2043135836095668,1.443711332160641,0.5874449741910357,1
1.5809276643440744,0.9889733974489826,-1.3912309047776528,-2.45722663451732,-1.08472305969184,1.8747889692146542,1
1.2000468714303592,0.07985132096627544,-0.22540342600804683,0.3277444553441599,0.29442297222769503,-0.17482423233632963,1
-0.8720933082079667,-0.6777504094359805,0.16320573358182183,-1.09882521770632,0.10288257416127042,-0.8377014540125943,0
0.4754188322683966,0.534412359207629,0.35751031337675615,-0.6749245563336307,0.9839959881874626,-0.21640255269236766,1
-0.866594639278277,0.23137166704672663,1.1347286325564936,-0.5564573925776407,1.3211282356901928,-0.8377014540125943,0
1.1849245006154734,-0.6777504094359805,-1.3912309047776528,-0.6947793882480431,-1.08472305969184,0.4726096132076925,1
-0.7290907907394313,0.3828920131271778,0.9404240527615592,0.46606645101456234,1.5969574420741002,-0.8377014540125943,0
-0.8720933082079667,-0.6777504094359805,0.35751031337675615,-0.41085529187195624,0.010939505366634659,-0.8377014540125943,0
0.6734204141326973,-0.22318937119462695,-0.4197080058029812,-0.39364777087946506,0.06456530024110588,-0.5783319317915947,0
0.7270458425542785,1.4435344356903361,-0.031098846213112496,-0.7616239890265625,0.5242806442142842,1.0139197458429696,1
0.17979009544612953,0.07985132096627544,-0.6140125855979155,0.09742840513698311,-0.1652923717454833,0.5434907498146526,1
0.13166333595423804,-0.22318937119462695,-0.4197080058029812,0.8744141607209636,0.06456530024110588,0.019207929325181616,1
-0.8720933082079667,-1.2838317937577852,1.5233377921463622,-0.26426044957055056,-0.9084911825797221,-0.8377014540125943,0
2.267056770932297,1.4435344356903361,-1.0026217451877841,-0.007802204009397578,-0.6250077157186616,1.6197752710309536,1
-0.007210023525835775,-0.8292707555164317,-1.585535484572587,-1.043562602211207,-1.3145807316784293,1.274081236070751,1
-0.8597182093414479,-0.8292707555164317,-0.22540342600804683,-0.38206578559605875,-0.1652923717454833,-0.8377014540125943,0
1.235798532055732,-0.3747097172750781,-1.0026217451877841,0.019994560670778677,-0.6250077157186616,-0.01801456699355734,1
2.3083071004873594,0.07985132096627544,-1.0026217451877841,-1.4886417509592693,-0.6250077157186616,0.5514104298824694,1
0.3296649178185384,0.3828920131271778,-0.031098846213112496,0.9677318707186985,0.5242806442142842,0.1704738186204821,1
2.2024298796183803,1.2920140896098848,-0.6140125855979155,0.18512057942563614,-0.1652923717454833,1.1992402594298823,1
-0.8720933082079667,-1.4353521398382365,-0.8083171653928498,-0.7083468567228918,-1.2149834024066402,-0.8377014540125943,0
-0.36608789065488034,-1.5868724859186876,-1.585535484572587,3.6822183072840167,-1.3145807316784293,-0.8377014540125943,0
-0.8720933082079667,-0.9807911015968829,-0.031098846213112496,-1.5495299021634674,-0.28787546821593124,-0.8377014540125943,0
-0.8720933082079667,0.6859327052880801,1.1347286325564936,0.2655326486790042,0.5242806442142842,0.7375229114761638,1
-0.04158804817702499,-1.4353521398382365,-1.585535484572587,-0.21859433616740134,-1.3145807316784293,-0.8377014540125943,0
1.4227986510276973,1.5950547817707874,-1.0026217451877841,1.568671449994891,-0.6250077157186616,1.7833166644313703,1
-0.8720933082079667,-1.2838317937577852,0.5518148931716905,-0.799348169663945,-0.8395338809837454,-0.8377014540125943,0
-0.22446313419348396,1.2920140896098848,0.7461194729666248,-0.8956441044488407,1.443711332160641,0.35975417224130324,1
-0.8720933082079667,-1.1323114476773342,0.7461194729666248,-0.5720103442439318,-0.7935623465864274,-0.8377014540125943,0
-0.8720933082079667,-1.1323114476773342,0.9404240527615592,0.8975781312877761,-0.7629223189106151,-0.8377014540125943,0
-0.8720933082079667,-1.5868724859186876,0.16320573358182183,0.9773283728106594,-1.260954936803958,-0.8377014540125943,0
-0.6658416604326537,1.2920140896098848,-0.22540342600804683,0.02859832116702427,0.29442297222769503,1.2950683882504652,1
-0.3014651243739193,1.4435344356903361,-0.031098846213112496,-0.12196748751726623,0.5242806442142842,1.116083618717806,1
-0.8720933082079667,-0.9807911015968829,0.16320573358182183,0.14044720761820814,-0.47176160580520277,-0.8377014540125943,0
-0.8720933082079667,-1.4353521398382365,1.5233377921463622,4.051518180892072,-0.9774484841756987,-0.8377014540125943,0
-0.05121175006222108,1.1404937435294338,-1.585535484572587,-1.1653389046195999,-1.3145807316784293,2.420850909890621,1
1.674425661313579,0.23137166704672663,-0.031098846213112496,-0.6630116571849849,0.5242806442142842,-0.4512210667031353,0
0.04091261093310021,0.8374530513685313,-0.22540342600804683,0.030914718223706113,0.29442297222769503,0.8091960160899057,1
0.299416051155811,-0.07166902511417575,-1.3912309047776528,-0.9012696401579255,-1.08472305969184,1.6589776873666464,1
0.7201694126174496,-0.22318937119462695,-0.4197080058029812,0.20563723907052744,0.06456530024110588,-0.611990572079816,0
-0.8720933082079667,-1.5868724859186876,1.7176423719412965,-0.6236329072214024,-1.1460261008106634,-0.8377014540125943,0
0.02028744615556891,0.3828920131271778,-1.585535484572587,-0.08622879007132324,-1.3145807316784293,2.1884082999001984,1
-0.8720933082079667,-1.5868724859186876,-0.22540342600804683,-0.5730030858396501,-1.2379691696052992,-0.8377014540125943,0
0.31866757995915884,0.3828920131271778,-0.4197080058029812,-0.7056995458009705,0.06456530024110588,0.5312152457095366,1
